artist_all,artist_base,rank,song,year,artist_featured,song_clean,artist_clean,lyrics,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,time_signature,valence,duration_min,num_words,words_per_sec,num_uniq_words,decade,uniq_ratio,artist,link,text,id,type,uri,track_href,analysis_url,duration_ms,violence_content_count,violence_avg_severity,drug_content_count,drug_avg_severity,hate_speech_content_count,hate_speech_avg_severity,profanity_content_count,profanity_avg_severity,mental_slurs_content_count,mental_slurs_avg_severity,religious_slurs_content_count,religious_slurs_avg_severity,racial_slurs_content_count,racial_slurs_avg_severity,sexual_content_content_count,sexual_content_avg_severity
  
So make the best of this test  
And don't ask why  
It's not a question,  
But a lesson learned in time  
  
It's something unpredictable,  
But in the end it's right  
I hope you had the time of your life  
  
So take the photographs  
And still-frames in your mind  
Hang it on a shelf  
And good health and good time  
  
Tattoo's of memories  
And dead skin on trial,  
For what it's worth  
It was worth all the while  
  
It's something unpredictable,  
But in the end it's right  
I hope you had the time of your life  
  
It's something unpredictable,  
But in the end it's right  
I hope you had the time of your life  
  
It's something unpredictable,  
But in the end it's right  
I hope you had the time of your life

",6ORqU0bHbVCRjXm9AjyHyZ,audio_features,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/tracks/6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/audio-analysis/6ORqU0bHbVCRjXm9AjyHyZ,153467.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Homecoming,,,,,,0.000722,0.296,0.929,1.0,5.83e-06,9.0,0.349,-3.068,1.0,,,0.0751,123.709,4.0,0.411,,,,,,,Green Day,/g/green+day/homecoming_20215389.html,"My heart is beating from me  
I am standing all alone  
Please call me only if you are coming home  
Waste another year flies by  
Waste a night or two  
You taught me how to live  
In the streets of shame  
Where you've lost your dreams in the rain  
There's no sign of hope  
The stems and seeds of the last of the dope  
There's a glow of light  
The St. Jimmy is the spark in the night  
Bearing gifts and trust  
The fixture in the city of lust  
What the hells your name  
What's your pleasure and what's your pain?  
Do you dream too much?  
Do you think what you need is a crutch  
In the crowd of pain. St. Jimmy comes without any shame  
He says, ""We're fucked up""  
And we're not the same  
And mom and dad are the ones you can blame  
  
Jimmy died today  
He blew out his brains into the bay  
In this state of mind, it's my own private suicide  
  
And nobody cares  
And nobody cares  
Does anyone care if nobody cares?  
Jesus is filling out paperwork now  
At the facility on east 12th st.  
He's not listening to a word now  
He's in his own world  
And he's daydreaming  
He'd rather be doing something else now,  
Like cigarettes and coffee with the underbelly,  
His life is on the line of anxiety now  
And he had enough  
And she had plenty  
Somebody get me out of here  
Anybody get me out of here  
Somebody get me out of here  
Get me the fuck right out of here  
So far away  
I don't want to stay  
Get me out of here right now  
I just want to be free  
Is there a possibility  
Get me out of here right now  
This life like dream ain't for me  
  
I fell asleep watching spike TV  
After ten cups of coffee  
And you're still not there  
Dreaming of a song  
When something went wrong  
And I can't tell anyone  
Cause no one's there  
Left me here alone  
When I should have stayed home  
After ten cups of coffee  
I'm thinking where'd you go  
Nobody likes you  
Everyone left you  
They're all out without you havin' fun  
Where'd you go  
I'm thinking weird you go  
Nobody likes you  
Everyone left you  
They're all out without you havin' fun  
Where'd you go  
  
Geez, ha  
  
I got a rock and roll band  
I got a rock and roll life  
I got a rock and roll girlfriend  
And another ex-wife  
I got a rock and roll house  
I got a rock and roll car  
I plat the shit out the drums  
And I can play the guitar  
I got a kid in New York  
I got a kid in the bay  
I haven't drank or smoked a thing  
In over twenty two days  
So get off my case, get off my case, off my case!  
  
Here they come marching down the street  
Like a desperation murmur of a heart beat  
Coming back from the edge of town  
Underneath their feet  
The time has come and its going nowhere  
Nobody ever said that life was fair now  
Go-carts and guns are treasures they will bear  
In the summer heat  
The world is spinning  
Around and around  
Out of control again  
From the 7-11 to the fear of breaking down  
So send my love a letter bomb  
And visit me in hell  
We're the ones going  
  
Home  
We're coming home again  
Home  
We're coming home again  
  
I started fuckin' running  
Just as soon as my feet touched the ground  
We're back in the Barrio  
But to you and me, that's jingle town  
  
Home  
We're coming home again  
Home  
We're coming home again  
Home  
We're coming home again  
Home  
We're coming home again  
Home  
We're coming home again  
Home  
We're coming home again  
Home  
We're coming home again  
Home  
We're coming home again  
Home  
We're coming home again  
  
Nobody likes you  
Everyone left you  
They're all out without you havin' fun

",4wH29TM74O3788Kn1KzWuY,audio_features,spotify:track:4wH29TM74O3788Kn1KzWuY,https://api.spotify.com/v1/tracks/4wH29TM74O3788Kn1KzWuY,https://api.spotify.com/v1/audio-analysis/4wH29TM74O3788Kn1KzWuY,558520.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Horseshoes and Handgrenades,,,,,,6.58e-05,0.456,0.993,1.0,0.000601,9.0,0.297,-2.471,1.0,,,0.0594,142.966,4.0,0.684,,,,,,,Green Day,/g/green+day/horseshoes+and+handgrenades_20790624.html,"I'm not fucking around  
I think I'm coming out  
All the deceivers and cheaters  
I think we've got a bleeder right now  
Want you to slap me around  
Want you to knock me out  
Well, you missed me, kissed me  
Now you better kick me down  
  
Maybe you're the runner-up  
But the first one to lose the race  
Almost only really counts in  
Horseshoes and hand grenades  
  
I'm gonna burn it all down  
I'm gonna rip it out  
Well, everything you employ  
Was meant for me to destroy  
To the ground now  
So don't you fuck me around  
Because I'll shoot you down  
I'm gonna drink, fight, and fuck  
And pushing my luck  
All the time now  
  
Maybe you're the runner-up  
But the first one to lose the race  
Almost only really counts in  
Horseshoes and hand grenades  
  
Demolition, self-destruction  
What to annihilate  
The age-old contradiction  
Demolition, self-destruction  
What to annihilate  
The old age  
  
I'm not fucking around  
I think I'm coming out  
All the deceivers and cheaters  
I think we've got a bleeder right now  
I'm not fucking around  
G-L-O-R-I-A

",3Dl2gul5pJ5Ceh7ew5kvC9,audio_features,spotify:track:3Dl2gul5pJ5Ceh7ew5kvC9,https://api.spotify.com/v1/tracks/3Dl2gul5pJ5Ceh7ew5kvC9,https://api.spotify.com/v1/audio-analysis/3Dl2gul5pJ5Ceh7ew5kvC9,194067.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Jaded,,,,,,3.01e-05,0.254,0.995,1.0,4.14e-05,1.0,0.0392,-3.068,1.0,,,0.0669,159.336,4.0,0.843,,,,,,,Green Day,/g/green+day/jaded_20062712.html,"Somebody keep my balance  
I think I'm falling off  
Into a state of regression  
The expiration date  
Rapidly coming up  
It's leaving me behind to rank  
Always move forward  
Going ""straight"" will get you nowhere  
There is no progress  
Evolution killed it all  
I found my place in nowhere  
I'm taking one step sideways  
Leading with my crutch  
Got a fucked up equilibrium  
Count down from nine to five  
Hooray! We're gonna die!  
Blessed into our extinction

",6uWp8yAt8dN5ZaT7REJ6RV,audio_features,spotify:track:6uWp8yAt8dN5ZaT7REJ6RV,https://api.spotify.com/v1/tracks/6uWp8yAt8dN5ZaT7REJ6RV,https://api.spotify.com/v1/audio-analysis/6uWp8yAt8dN5ZaT7REJ6RV,90227.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Jesus Of Suburbia,,,,,,0.000259,0.3,0.929,1.0,2.26e-06,1.0,0.329,-3.214,1.0,,,0.0636,147.116,4.0,0.59,,,,,,,Green Day,/g/green+day/jesus+of+suburbia_10138700.html,"I'm the son of rage and love  
The Jesus of Suburbia  
The bible of none of the above  
On a steady diet of  
Soda Pop and Ritalin  
No one ever died for my  
Sins in hell  
As far as I can tell  
At least the ones that I got away with  
  
And there's nothing wrong with me  
This is how I'm supposed to be  
In a land of make believe  
That don't believe in me  
  
Get my television fix  
Sitting on my crucifix  
The living room in my private womb  
While the Moms and brats are away  
To fall in love and fall in debt  
To alcohol and cigarettes  
And Mary Jane  
To keep me insane  
Doing someone else's cocaine  
  
And there's nothing wrong with me  
This is how I'm supposed to be  
In a land of make believe  
That don't believe in me  
  
At the center of the earth  
In the parking lot  
Of the 7-11 where I was taught  
The motto was just a lie  
  
It says home is where your heart is  
But what a shame  
Cause everyone's heart  
Doesn't beat the same  
It's beating out of time  
  
City of the dead  
At the end of another lost highway  
Signs misleading to nowhere  
City of the damned  
Lost children with dirty faces today  
No one really seems to care  
  
I read the graffiti  
In the bathroom stall  
Like the holy scriptures of a shopping mall  
And so it seemed to confess  
  
It didn't say much  
But it only confirmed that  
The center of the earth  
Is the end of the world  
And I could really care less  
  
City of the dead  
At the end of another lost highway  
Signs misleading to nowhere  
City of the damned  
Lost children with dirty faces today  
No one really seems to care  
  
I don't care if you don't  
I don't care if you don't  
I don't care if you don't care  
  
I don't care  
  
Everyone's so full of shit  
Born and raised by hypocrites  
Hearts recycled but never saved  
From the cradle to the grave  
We are the kids of war and peace  
From Anaheim to the Middle East  
We are the stories and disciples of  
The Jesus of suburbia  
  
Land of make believe  
And it don't believe in me  
Land of make believe  
And I don't believe  
And I don't care!  
  
Dearly beloved are you listening?  
I can't remember a word that you were saying  
Are we demented or am I disturbed?  
The space that's in between insane and insecure  
  
Oh therapy, can you please fill the void?  
Am I retarded or am I just overjoyed  
Nobody's perfect and I stand accused  
For lack of a better word, and that's my best excuse  
  
To live, and not to breathe  
Is to die, in tragedy  
To run, to run away  
To find, what you believe  
  
And I leave behind  
This hurricane of fucking lies  
I lost my faith to this  
This town that don't exist  
So I run, I run away  
To the lights of masochists  
  
And I, leave behind  
This hurricane of fucking lies  
And I, walked this line  
A million and one fucking times  
But not this time  
  
I don't feel any shame  
I wont apologize  
When there ain't nowhere you can go  
Running away from pain  
When you've been victimized  
Tales from another broken home  
  
Oh you're leaving  
You're leaving  
You're leaving  
Are you leaving home?

",58KPPL1AdLHMvR2O2PZejr,audio_features,spotify:track:58KPPL1AdLHMvR2O2PZejr,https://api.spotify.com/v1/tracks/58KPPL1AdLHMvR2O2PZejr,https://api.spotify.com/v1/audio-analysis/58KPPL1AdLHMvR2O2PZejr,548253.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Jinx,,,,,,2.56e-05,0.448,0.969,1.0,0.0015,7.0,0.2,-3.714,1.0,,,0.0372,95.79,4.0,0.963,,,,,,,Green Day,/g/green+day/jinx_20062740.html,"I fucked up again it's all my fault.  
So turn me around and face the wall.  
Read me my rights and tell me I'm wrong.  
Until it gets into my thick skull.  
A slap on the wrist.  
A stab in the back.  
Torture me, I've been a bad boy.  
Nail me to the cross until you have won.  
I lost before I did any wrong.  
I'm hexed with regrets and bad luck.  
Keep you distance 'cause it's rubbing off.  
Or you will be damned to spend your life in hell.  
Or earth with me tangled at your feet.  
You finally met you nemesis disguised as your fatal long lost love.  
So kiss it good bye  
Until death do we part.  
You fell for a jinx for crying out loud.  
I'm a curse hanging around you in the end

",6DibYvbqhIHsLvZMZ8pV6c,audio_features,spotify:track:6DibYvbqhIHsLvZMZ8pV6c,https://api.spotify.com/v1/tracks/6DibYvbqhIHsLvZMZ8pV6c,https://api.spotify.com/v1/audio-analysis/6DibYvbqhIHsLvZMZ8pV6c,132427.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Kill The DJ,,,,,,0.000694,0.67,0.954,1.0,0.000271,9.0,0.133,-2.632,0.0,,,0.0363,105.998,4.0,0.882,,,,,,,Green Day,/g/green+day/kill+the+dj_21024500.html,"Walkin' after dark  
In the New York City park  
Your thoughts are so unholy  
In the holiness of old  
On with Christian soldiers  
Filled with jivin' mind control  
  
The blood left on the dance floor  
Runnin', runnin' red  
The bullet that you asked for  
Killin' you to death  
Unless you  
  
Someone kill the DJ, shoot the fucking DJ  
Someone kill the DJ, shoot the fucking DJ  
Someone kill the DJ, shoot the fucking DJ  
Voices in my head are sayin'  
""Shoot that fucker down""  
  
We are the vultures  
The dirtiest kind  
We'll cut you once  
In your heart and your mind  
  
Walkin' after dark  
In the New York City park  
I'll pick up what's left in the club  
My pocket full of pills  
Sodom and Gomorrah  
In the century of thrills  
The blood left on the dance floor  
Runnin', runnin' red  
The bullet that you asked for  
Killin' you to death  
Unless you  
  
Someone kill the DJ, shoot the fucking DJ  
Someone kill the DJ, shoot the fucking DJ  
Someone kill the DJ, shoot the fucking DJ  
Hold him underwater  
'Till the motherfucker drowns  
  
We are the vultures  
The dirtiest kind  
We'll cut you once  
In your heart and your mind  
Someone's gonna get you boy  
Shoot that fucker down  
  
Someone kill the DJ, shoot the fucking DJ  
Someone kill the DJ, shoot the fucking DJ  
Someone kill the DJ, shoot the fucking DJ  
Shoot that fucker down  
  
Someone kill the DJ, shoot the fucking DJ  
Someone kill the DJ, shoot the fucking DJ  
Someone kill the DJ, shoot the fucking DJ  
Voices in my head are sayin'  
""Shoot that fucker down""

",6pwt5G9ZKwM6I0GKVfIBb4,audio_features,spotify:track:6pwt5G9ZKwM6I0GKVfIBb4,https://api.spotify.com/v1/tracks/6pwt5G9ZKwM6I0GKVfIBb4,https://api.spotify.com/v1/audio-analysis/6pwt5G9ZKwM6I0GKVfIBb4,221627.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Knowledge,,,,,,0.149,0.581,0.785,1.0,0.0,7.0,0.286,-4.761,1.0,,,0.0789,136.485,4.0,0.721,,,,,,,Green Day,/g/green+day/knowledge_20062683.html,"I know that things are getting tougher  
When you can't get the top off from  
The bottom of the barrel  
Wide open road of my future now  
It's looking fucking narrow  
  
All I know is that I don't know nothing  
We get told to decide  
Just like as if I'm not going to change my mind  
  
All I know is that I don't know nothing  
Whatcha gonna do with yourself?  
Boy, better make up your mind  
  
Whatcha gonna do with yourself, boy?  
You're running out of time  
  
This time I got it all figured out  
All I know is that I don't know nothing  
And that's fine

",0tz23ZdURmllvryc5qkaNB,audio_features,spotify:track:0tz23ZdURmllvryc5qkaNB,https://api.spotify.com/v1/tracks/0tz23ZdURmllvryc5qkaNB,https://api.spotify.com/v1/audio-analysis/0tz23ZdURmllvryc5qkaNB,138933.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Longview,,,,,,0.00834,0.381,0.732,1.0,0.0101,10.0,0.0854,-7.594,0.0,,,0.0536,142.504,4.0,0.814,,,,,,,Green Day,/g/green+day/longview_20062700.html,"I sit around and watch the tube but, nothing's on  
I change the channels for an hour or two  
Twiddle my thumbs just for a bit  
I'm sick of all the same old shit  
In a house with unlocked doors  
And I'm fucking lazy  
  
Bite my lip and close my eyes  
Take me away to paradise  
I'm so damn bored, I'm going blind!!!  
And I smell like shit  
  
Peel me off this Velcro seat and get me moving  
I sure as hell can't do it by myself  
I'm feeling like a dog in heat  
Barred indoors from the summer street  
I locked the door to my own cell  
And I lost the key  
  
Bite my lip and close my eyes  
Take me away to paradise  
I'm so damn bored, I'm going blind!!!  
And I smell like shit  
  
I got no motivation  
Where is my motivation  
No time for motivation  
Smoking my inspiration  
  
I sit around and watch the phone, but no one's calling  
Call me pathetic, call me what you will  
My mother says to get a job  
But she don't like the one she's got  
When masturbation's lost its fun  
You're fucking lonely  
  
Bite my lip and close my eyes  
Take me away to paradise  
I'm so damn bored, I'm going blind  
And loneliness has to suffice  
Bite my lip and close my eyes  
Slipping away to paradise  
Some say, ""Quit or I'll go blind""  
But it's just a myth

",3LRJbFT9rKoKv4aW7PuBJC,audio_features,spotify:track:3LRJbFT9rKoKv4aW7PuBJC,https://api.spotify.com/v1/tracks/3LRJbFT9rKoKv4aW7PuBJC,https://api.spotify.com/v1/audio-analysis/3LRJbFT9rKoKv4aW7PuBJC,233240.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Loss Of Control,,,,,,0.0034,0.522,0.988,1.0,0.0,2.0,0.0826,-3.142,1.0,,,0.0831,181.926,4.0,0.58,,,,,,,Green Day,/g/green+day/loss+of+control_21025008.html,"I'm taking down all my enemies 'cause they're all so fucking useless  
A bunch of shit talking drama queens and they're all filled with excuses  
I wanna find me a better scene where it's not the same opinion  
I'd rather go to a funeral than to this high school reunion  
  
April Fool thought you're falling in love  
But now you're sucking on a door knob that I slammed in your face  
Life's a cruel crushing bastard crime  
But you're a stupid mother fucker and you're doing your time 'cause  
  
We're all crazy, you're all crazy now  
Well we're so crazy, you've all gone insane  
Loss of control, loss of control  
  
Hanging out all by myself, at least I make good company  
Hey, isn't that a whatshisface that I see walking down the street  
I'm gonna hide in the shadows 'cause I really got nothing to say  
We never had anything in common and I never liked you anyway  
  
April Fool thought you're falling in love  
But when you're sucking on a door knob that I slammed in your face  
Life's a cruel crushing son of a bitch  
And you're a stupid mother fucker serve your shit to the pigs cause  
  
We're all crazy, you're all crazy now  
Well we're so crazy, you've all gone insane  
Loss of control, loss of control  
  
April Fool thought you're falling in love  
But now you're sucking on a door knob that I slammed in your face  
Life's a cruel crushing bastard crime  
But you're a stupid mother fucker and you're doing your time 'cause  
  
We're all crazy, you're all crazy now  
We're so crazy, you've all gone insane  
Loss of control, loss of control

",4iFlW5tgeMNmqgSRryiGEx,audio_features,spotify:track:4iFlW5tgeMNmqgSRryiGEx,https://api.spotify.com/v1/tracks/4iFlW5tgeMNmqgSRryiGEx,https://api.spotify.com/v1/audio-analysis/4iFlW5tgeMNmqgSRryiGEx,187827.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Makeout Party,,,,,,0.000378,0.297,0.953,1.0,1.73e-05,2.0,0.204,-3.164,1.0,,,0.0952,193.236,4.0,0.532,,,,,,,Green Day,/g/green+day/makeout+party_21036792.html,"Hey, you got yourself a pretty little blouse  
I think I wanna rub it the wrong way  
Do you wanna spin a bottle, play a game of chicken?  
Well, it's a tongue twister till your lips are bleeding  
  
Oh, anyhow, anywhere  
Kiss me there, oh kiss me there  
Oh, scream and shout, truth or dare  
Kiss me there, oh kiss me there  
  
Oh, you're so precious, you're a fucking delinquent  
Well I got myself jonesin' and I need some fixin'  
It's a makeout party on another dimension  
And it's gonna get crowded with some bad intensions  
  
Oh, anyhow, anywhere  
Kiss me there, oh kiss me there  
Oh, scream and shout, truth or dare  
Kiss me there, oh kiss me there  
  
Oh, you're so precious, you're a fucking delinquent  
Well I got myself jonesin' and I need some fixin'  
It's a makeout party on another dimension  
And it's gonna get crowded with some bad intensions  
  
Oh, anyhow, anywhere  
Kiss me there, oh kiss me there  
Oh, scream and shout, truth or dare  
Kiss me there, oh kiss me there  
  
Oh kiss me there  
Kiss me there

",6z7FzhveD84iwjZeEwnKoZ,audio_features,spotify:track:6z7FzhveD84iwjZeEwnKoZ,https://api.spotify.com/v1/tracks/6z7FzhveD84iwjZeEwnKoZ,https://api.spotify.com/v1/audio-analysis/6z7FzhveD84iwjZeEwnKoZ,194093.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Minority,,,,,,0.00576,0.551,0.965,1.0,0.0,0.0,0.171,-2.772,1.0,,,0.0452,137.841,4.0,0.708,,,,,,,Green Day,/g/green+day/minority_20062785.html,"[Chorus]  
I want to be the minority  
I don't need your authority  
Down with the moral majority  
Cause I want to be the minority  
  
I pledge allegiance to the underworld  
One nation under dog  
There of which I stand alone  
A face in the crowd  
Unsung, against the mold  
Without a doubt,  
Singled out  
The only way I know  
  
[Chorus]  
  
Stepped out of the line  
Like a sheep runs from the herd  
Marching out of time  
To my own beat now  
The only way I know  
One light, one mind  
Flashing in the dark  
Blinded by the silence of a thousand broken hearts  
""For crying out loud"" she screamed unto me  
A free for all  
Fuck 'em all  
""You're on your own side""  
  
[Chorus]  
  
One light, one mind  
Flashing in the dark  
Blinded by the silence of a thousand broken hearts  
""For crying out loud"" she screamed unto me  
A free for all  
Fuck 'em all  
""You're on your own side""  
  
[Chorus]

",4qjfQnccStTR8zNsb6Mizo,audio_features,spotify:track:4qjfQnccStTR8zNsb6Mizo,https://api.spotify.com/v1/tracks/4qjfQnccStTR8zNsb6Mizo,https://api.spotify.com/v1/audio-analysis/4qjfQnccStTR8zNsb6Mizo,168227.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,My Generation,,,,,,0.0281,0.542,0.896,1.0,0.0,10.0,0.224,-4.599,0.0,,,0.185,104.334,4.0,0.855,,,,,,,Green Day,/g/green+day/my+generation_20062726.html,"Well, people try to put us down.  
Talkin' bout my generation.  
Just because we get around.  
Talkin' bout my generation.  
The things they do look awful cold.  
Talkin' bout my generation.  
I hope I die before I get old.  
Talkin' bout my generation.  
My generation.  
Why don't you all just fade away?  
Talkin' bout my generation.  
And don't try to dig what we all say.  
Talkin' bout my generation.  
I'm not trying to cause a big sensation.  
Talkin' bout my generation.  
I'm just talkin' bout my generation.  
Talkin' bout my generation.  
My generation.  
Break it, fuck that shit!  
Why don't you all just fade away?  
Talkin' bout my generation.  
And don't try to dig what we all say.  
Talkin' bout my generation.  
I'm not trying to cause a big sensation.  
Talkin' bout my generation.  
I'm just talkin' bout my generation.  
Talkin' bout my generation.  
My generation.  
Talkin' bout my generation.  
This is my generation.  
This is my generation, baby.

",6ivSibCrdgMEIkzV9RViR7,audio_features,spotify:track:6ivSibCrdgMEIkzV9RViR7,https://api.spotify.com/v1/tracks/6ivSibCrdgMEIkzV9RViR7,https://api.spotify.com/v1/audio-analysis/6ivSibCrdgMEIkzV9RViR7,139747.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Nice Guys Finish Last,,,,,,3.27e-05,0.494,0.993,1.0,0.0241,1.0,0.173,-2.919,0.0,,,0.0705,93.972,4.0,0.777,,,,,,,Green Day,/g/green+day/nice+guys+finish+last_20062743.html,"Nice guys finish last  
You're running out of gas  
Your sympathy will get you left behind  
Sometimes you're at your best  
When you feel the worst  
You feel washed up like piss gone down the drain  
  
Pressure cooker pick my brain and tell me I'm insane  
I'm so fucking happy I could cry  
Every joke can have it's truth but now the joke's on you  
I never knew you're such a funny guy  
  
Oh nice guys finish last  
When you are the outcast  
Don't pat yourself on the back  
You might break your spine  
  
Living on command  
You're shaking lots of hands  
You're kissing up and bleeding all your trust  
Taking what you need  
Bite the hand that feeds  
You lose your memory and you've got no shame  
  
Pressure cooker pick my brain and tell me I'm insane  
I'm so fucking happy I could cry  
Every joke can have it's truth but now the joke's on you  
I never knew you're such a funny guy  
  
Oh nice guys finish last  
When you are the outcast  
Don't pat yourself on the back

",0EonrvTzzNScmk7QT4L3dw,audio_features,spotify:track:0EonrvTzzNScmk7QT4L3dw,https://api.spotify.com/v1/tracks/0EonrvTzzNScmk7QT4L3dw,https://api.spotify.com/v1/audio-analysis/0EonrvTzzNScmk7QT4L3dw,168867.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Stay The Night,,,,,,0.000116,0.371,0.958,1.0,0.000904,2.0,0.0677,-4.089,1.0,,,0.053,171.867,4.0,0.6,,,,,,,Green Day,/g/green+day/stay+the+night_20885637.html,"Well I ain't got much time so I'll get to the point  
Do you wanna share a ride and get the fuck out of this joint?  
I've got an impulse so impulsive that it burns  
I wanna break your heart until it makes your stomach churn  
  
I got to know if you're the one that got away  
Even though it was never meant to be  
  
Say, you'll stay the night  
Because we're running out of time  
So stay the night  
I don't wanna say goodbye  
Say, you'll stay the night  
Because we're running out of time  
So stay the night  
I don't wanna say goodbye  
  
I'm just sick and tired of feeling so alone  
I don't understand the point if you have to go home  
So won't you stay and count the circles 'round my eyes?  
And we can watch the stars until the sun begins to rise  
  
I got to know if you're the one one that got away  
Even though it was never meant to be  
  
Say, you'll stay the night  
Because we're running out of time  
So stay the night  
I don't wanna say goodbye  
Say, you'll stay the night  
Because we're running out of time  
So stay the night  
I don't wanna say goodbye  
  
I got to know if you're the one one that got away  
Even though it was never meant to be  
  
Say, you'll stay the night  
Because we're running out of time  
So stay the night  
I don't wanna say goodbye  
Say, you'll stay the night  
Because we're running out of time  
So stay the night  
I don't wanna say goodbye

",62RJY1zulBzXwn1poj0Je7,audio_features,spotify:track:62RJY1zulBzXwn1poj0Je7,https://api.spotify.com/v1/tracks/62RJY1zulBzXwn1poj0Je7,https://api.spotify.com/v1/audio-analysis/62RJY1zulBzXwn1poj0Je7,276707.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,Stuck With Me,,,,,,2.78e-05,0.306,0.982,1.0,0.000386,3.0,0.0325,-2.822,1.0,,,0.0828,191.838,4.0,0.893,,,,,,,Green Day,/g/green+day/stuck+with+me_20062716.html,"I'm not part of your elite  
I'm just alright  
Class structure waving colors  
Bleeding from my throat  
Not subservient to you I'm just alright  
Down classed by the powers that be  
Give me loss of hope  
Cast out...buried in a hole  
Struck down...forcing me to fall  
Destroyed...giving up the fight  
I know I'm not alright  
What's my price and will you pay it if it's alright?  
Take it from my dignity  
Waste it until it's dead  
Throw me back into the gutter  
Cause it's alright  
Find another pleasure fucker  
Drag them down to hell

",0CXOYEN8m6MuyVY0F1vJTb,audio_features,spotify:track:0CXOYEN8m6MuyVY0F1vJTb,https://api.spotify.com/v1/tracks/0CXOYEN8m6MuyVY0F1vJTb,https://api.spotify.com/v1/audio-analysis/0CXOYEN8m6MuyVY0F1vJTb,135400.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
,,,16 Fever,,,,,,0.0619,0.308,0.796,1.0,0.0,9.0,0.302,-7.082,1.0,,,0.0828,92.834,3.0,0.664,,,,,,,Gucci Mane,/g/gucci+mane/16+fever_20762478.html,"[Bridge]  
I'm charging 16 fever, 16 fever, nigga my price cheaper, 16 fever  
  
[Chorus x2]  
16 fever coke-I-ina, X pills bubble kush mid grade reefa  
Hoes ridin' vics dog but I ride beemurs  
I swear da red chain'll cost 16 fever  
  
[Verse 1]  
16 5-0, there go 5-0  
I'm up 2-5 but I need 4 more  
I got uncles blowin bundles, mine do numbers while I drive lambo  
Off white yayo digital scale, fish scale sending my pigeons by mail  
Bring in my drain folk, especially them white folk  
Just bring me that cane folk  
Gucci got good dope pillz purp and sizzurp, my workers don't move nothing less
than a bizzurd  
Gucci got good dope pillz purp and sizzurp, my workers don't move for nothing
less than a bizzurd  
  
[Chorus x2]  
  
[Verse 2]  
Bricks can't keep em 16 fever, bemmur speakers, geek-a-meters  
Misdemeanors several subpoenas, see I'm gone drink up cause we just linked up  
The squad been teamed up we cutting off fingers, it's 16 fever and that's
since April  
My corvette paid for my old school paid for, the hummer roll up that means you
assed out  
And you didn't cash out see this my traphouse I slam fiends backs out we push
white sacks out  
See this my traphouse I slam fiends backs out we push white sacks out, them
backs get pushed out  
  
[Chorus x2]  
  
[Verse 3]  
I'm scraping the bowl up, I'm whipping up cake mix  
But this ain't red velvet don't eat it, ya smoke it  
Your options are open, you even can snort it  
3 dollar sacks so you know you can score it, say you can't afford it  
Yo I can ignore it, well don't call them dope boys you know you feel boring  
You know that you feenin' you know that you need it, it's Gucci I'm greedy, my
niggas stay eating  
  
[Chorus x2]

",6bErkuQQ9dRrrv47oOVxmZ,audio_features,spotify:track:6bErkuQQ9dRrrv47oOVxmZ,https://api.spotify.com/v1/tracks/6bErkuQQ9dRrrv47oOVxmZ,https://api.spotify.com/v1/audio-analysis/6bErkuQQ9dRrrv47oOVxmZ,256907.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
